comp_level,station,district,province,crime_category,count_offence_group,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,year,crime_count
Province,Free State,Republic of South Africa,RSA,Theft out of or from motor vehicle,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,4884
Province,Free State,Republic of South Africa,RSA,Theft out of or from motor vehicle,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,4527
Province,Free State,Republic of South Africa,RSA,Theft out of or from motor vehicle,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,3481
Province,Free State,Republic of South Africa,RSA,Theft out of or from motor vehicle,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,3535
Province,Free State,Republic of South Africa,RSA,Theft out of or from motor vehicle,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,4147
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,18522
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,17180
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,16341
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,15623
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,13604
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,14989
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,14584
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,12375
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,15040
Province,Free State,Republic of South Africa,RSA,All theft not mentioned elsewhere,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,16985
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,344
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,287
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,265
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,186
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,164
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,123
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,148
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,127
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,171
Province,Free State,Republic of South Africa,RSA,Arson,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,142
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,8080
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,7655
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,7551
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,6652
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,6068
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,5993
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,5592
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,5642
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,6635
Province,Free State,Republic of South Africa,RSA,Malicious damage to property,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,6985
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,4329
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,3806
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,3986
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,4511
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,3756
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,4162
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,4255
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,4074
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,4698
Province,Free State,Republic of South Africa,RSA,Commercial crime,17 Community reported serious crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,4351
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,8189
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,8776
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,9623
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,11314
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,12176
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,7888
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,3989
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,3379
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,4143
Province,Free State,Republic of South Africa,RSA,Drug-related crime,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,5607
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,1767
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,1976
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,2448
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,2828
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,2824
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,3000
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,3207
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,1937
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,2330
Province,Free State,Republic of South Africa,RSA,Driving under the influence of alcohol or drugs,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,2468
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,479
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,442
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,469
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,527
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,570
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,513
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,416
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,331
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,468
Province,Free State,Republic of South Africa,RSA,Illegal possession of firearms and ammunition,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,563
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,255
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,270
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,258
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,234
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,235
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,236
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,241
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,199
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,230
Province,Free State,Republic of South Africa,RSA,Carjacking,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,271
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,71
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,89
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,65
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,41
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,32
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,39
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,44
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,45
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,77
Province,Free State,Republic of South Africa,RSA,Truck hijacking,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,53
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,4
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,9
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,5
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,12
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,17
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,8
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,12
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,2
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,11
Province,Free State,Republic of South Africa,RSA,Robbery of cash in transit,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,7
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,3
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,2
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,0
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,0
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,2
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,0
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,0
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,0
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,1
Province,Free State,Republic of South Africa,RSA,Bank robbery,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2022_2023,0
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2013_2014,753
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2014_2015,718
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2015_2016,773
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2016_2017,875
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2017_2018,864
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2018_2019,851
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2019_2020,725
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2020_2021,710
Province,Free State,Republic of South Africa,RSA,Robbery at residential premises,TRIO crime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x2021_2022,726
